연월일,시분초,온도,습도,강수량,풍향
2023-12-08,11:21:48,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:21:58,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:22:09,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:22:19,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:22:29,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:22:39,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:22:50,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:23:00,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:23:10,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:23:20,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:23:31,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:23:41,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:23:51,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:24:01,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:24:12,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:24:22,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:24:32,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:24:42,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:24:53,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:25:03,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:25:13,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:25:24,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:25:34,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:25:44,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:25:54,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:26:05,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:26:15,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:26:25,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:26:35,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:26:46,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:26:56,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:27:06,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:27:16,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:27:27,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:27:37,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:27:47,12℃,습도51%,강수량0mm,풍향 북북동 1.6 m/s
2023-12-08,11:27:57,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:28:08,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:28:18,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:28:28,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:28:38,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:28:49,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:28:59,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:29:09,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:29:19,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:29:30,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:29:40,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:29:50,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:30:00,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:30:11,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:30:21,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:30:31,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:30:42,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:30:52,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:31:02,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:31:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:31:23,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:31:33,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:31:43,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:31:53,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:32:04,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:32:14,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:32:24,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:32:34,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:32:45,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:32:55,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:33:05,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:33:16,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:33:26,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:33:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:33:46,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:33:57,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:34:07,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:34:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:34:27,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:34:38,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:34:48,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:34:58,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:35:08,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:35:19,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:35:29,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:35:39,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:35:49,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:36:00,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:36:10,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:36:20,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:36:31,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:36:41,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:36:51,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:37:02,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:37:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:37:23,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:37:33,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:37:43,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:37:53,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:38:04,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:38:14,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:38:24,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:38:34,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:38:45,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:38:55,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:39:05,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:39:16,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:39:26,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:39:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:39:47,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:39:57,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:40:07,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:40:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:40:28,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:40:38,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:40:48,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:40:58,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:41:09,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:41:19,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:41:29,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:41:39,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:41:50,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:42:00,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:42:10,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:42:21,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:42:31,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:42:41,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:42:51,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:43:02,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:43:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:43:22,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:43:32,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:43:43,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:43:53,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:44:03,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:44:14,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:44:24,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:44:34,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:44:44,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:44:55,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:45:05,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:45:15,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:45:25,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:45:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:45:46,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:45:56,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:46:06,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:46:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:46:27,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:46:37,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:46:48,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:46:58,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:47:08,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:47:18,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:47:29,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:47:39,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:47:49,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:47:59,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:48:10,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:48:20,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:48:30,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:48:41,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:48:51,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:49:01,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:49:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:49:22,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:49:32,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:49:42,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:49:53,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:50:03,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:50:13,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:50:23,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:50:34,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:50:44,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:50:54,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:51:05,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:51:15,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:51:25,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:51:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:51:46,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:51:56,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:52:06,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:52:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:52:27,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:52:37,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:52:48,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:52:58,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:53:08,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:53:19,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:53:29,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:53:39,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:53:50,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:54:00,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:54:10,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:54:21,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:54:31,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:54:41,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:54:51,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:55:02,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:55:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:55:22,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:55:33,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:55:43,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:55:53,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:56:04,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:56:14,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:56:24,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:56:35,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:56:45,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:56:55,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:57:06,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:57:16,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:57:26,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:57:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:57:47,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:57:57,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:58:07,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:58:18,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:58:28,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:58:38,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:58:49,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:58:59,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:59:09,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:59:19,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:59:30,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:59:40,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,11:59:50,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:00:01,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:00:11,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:00:21,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:00:32,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:00:42,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:00:52,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:01:03,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:01:13,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:01:23,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:01:34,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:01:44,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:01:54,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:02:04,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:02:15,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:02:25,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:02:35,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:02:46,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:02:56,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:03:06,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:03:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:03:27,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:03:37,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:03:47,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:03:58,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:04:08,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:04:18,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:04:29,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:04:39,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:04:49,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:05:00,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:05:10,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:05:20,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:05:30,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:05:41,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:05:51,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:06:01,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:06:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:06:22,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:06:32,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:06:43,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:06:53,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:07:03,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:07:13,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:07:24,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:07:34,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:07:44,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:07:55,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:08:05,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:08:15,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:08:26,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:08:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:08:46,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:08:57,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:09:07,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:09:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:09:28,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:09:38,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:09:48,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:09:59,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:10:09,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:10:20,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:10:30,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:10:41,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:10:51,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:11:02,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:11:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:11:22,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:11:33,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:11:44,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:11:54,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:12:04,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:12:15,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:12:25,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:12:36,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:12:47,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:12:57,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:13:07,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:13:17,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:13:28,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:13:38,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:13:48,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:13:59,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:14:09,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:14:19,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:14:30,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:14:40,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:14:50,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:15:00,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:15:11,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:15:21,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:15:31,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:15:42,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:15:52,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:16:02,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:16:12,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:16:23,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:16:33,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:16:43,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:16:54,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
2023-12-08,12:17:04,14℃,습도54%,강수량0mm,풍향 북 2.2 m/s
